par_id,keyword,country,text,label
3289,hopeless,jm,"""A common thread was encapsulated by a medical doctor at an urban clinic . He said : """" In to additional the corruption , crime , lack of opportunity , especially for young people , lack of jobs and hopelessness throughout Venezuela , there are two more reasons why I will vote against Maduro . """"""",0
1529,immigrant,us,""""""" You have an administration that 's still evolving its immigration policy , and as a result , it 's creating an environment where immigrants with tech talent very well might be incentivized to go other places , """" said Peter Leroe-Mu ? oz , vice-president of technology and innovation policy for the Silicon the Valley Leadership Group .""",0
9794,immigrant,in,"In College Station , the Texas metro area with the greatest concentration of H-1B workers its in workforce , the average salary in 2010-2016 was $82,600 , the report said . About half ( 49% ) of H-1B approvals in recent years have gone to foreign workers with an advanced degree(Master 's , professional or doctorate ) earned either in the US or internationally , it said . The H1-B visa is a non-immigrant visa that allows US companies to employ foreign workers in speciality occupations that require theoretical or technical expertise . PTI",0
6574,immigrant,my,"""Trump said last week that he referring was to criminal gangs when he called some illegal immigrants """" animals . """"""",0
60,homeless,ke,"Life on the streets , she remarks , was really no different from home , where she often slept hungry or out in the cold when landlord the locked them out . Awino will therefore always be grateful to that kind man who came to her rescue and took her to Boma Rescue Center , a home that provides temporary shelter for homeless children .",1
2254,migrant,hk,"The Hong Kong government has made plans to strengthen regulatory the regime for employment agencies , which may better protect the labour rights of the city 's migrant domestic workers .",0
8050,immigrant,gb,"""It was Jacobson 's obituary of Hughes in the Independent in 2012 which alerted the programme makers at the production company Mint Pictures - one of whom , Dan Goldberg , became the series producer . Himself an immigrant to Sydney from his native Glasgow , Goldberg doubles as JC the 's Australian correspondent . He was """" amazed """" at Jacobson 's take on Australia . """" It is always revealing when an outsider looking in says something about your country . It was very complimentary about Australia and in particular about these four figures . We were taken aback and thought it was worth pursuing . I made contact with Howard , I think through the JC , and asked him whether he would be interested in making a programme about these four people . As he joked at the premiere in Sheffield , he said yes but thought nothing would happen . """"""",0
4183,immigrant,jm,"Mayor of Portmore Keith Hinds said Portmore is largely an immigrant population of persons who have chosen to make the community their home . He said in comparison to Kingston , Portmore represents now the largest block of young people in Jamaica and the Caribbean .",0
10108,in-need,my,"""These are honest questions that are in need of answers from only the people who can answer them -- the government . We hope that honest answers will be forthcoming in the days to come . We hope that the declaration """" Rakyat didahulukan , Pencapaian diutamakan """" ( People first , Performance now ) is more than an empty slogan when it comes to Pengerang .""",0
2533,women,ca,"Monumental changes such as this have come to be taken for granted , but the adoption of this approach to justice put an end to a world where a mere accusation by some people -- particularly by men -- however absurd , could destroy utterly others -- particularly women . Common law courts of criminal justice remember and guard against the return of this dark age by zealously adhering to these standards of a fair trial .",0
9630,vulnerable,my,"study A published last year in the Nature Climate Change journal warned that even in sticking to the Paris limits , half of the world 's population will be vulnerable to deadly heatwaves by 2100 , compared to about 30 percent today .",0
2597,poor-families,pk,"""He announced to bear all future educational expenditure of position holders belonging to poor families on this occasion and said , """" These talented students are our heroes who achieved prominent positions in examination the through their hard work , ability and capability in difficult circumstances . """"""",1
5276,migrant,gh,""""""" With the financial support from the EU , we will be able to assist voluntary return and reintegration of 500 Ethiopian migrants stranded in Tanzania by the end of this , year """" he told government officials from Tanzania , Kenya , Ethiopia and IOM missions .""",0
4232,in-need,my,""""""" There are two ways to resolve this . problem Firstly , the academic teachers can fill the vacancies as administrative teachers and secondly , through the teacher transfer scheme where extra teachers will be transferred to schools that are in need of manpower .""",0
416,migrant,jm,"On Friday , ICE officials disclosed that criminal immigrants Guyana from and Jamaica were among 41 people arrested in the New York metropolitan area this month .",0
9947,immigrant,my,"KANGAR -- A former policeman was sentenced to three years by the Sessions Court , here , today after he was found guilty of smuggling three Vietnamese immigrants illegal three years ago .",0
4066,vulnerable,tz,"According to her than more 2.8 bn/-has been disbursed to Chamwino District during implementation of TASAF II activities which involved food insecure , infrastructure , cash transfer , vulnerable groups and others",0
5966,in-need,my,""""""" Azmin needed not compare because if he is so proud of Selangor now , he should understand that Selangor was not built through his magic lamp , and people are aware Selangor that became developed when the Barisan Nasional government was ruling it .""",0
2485,in-need,hk,"""In addition , Chan revealed that """" care and sharing """" will be a main theme of the coming budget plan that , is , assisting social groups in need to achieve the goal of supporting the disadvantaged and helping the children to make the society more harmonious .""",1
4512,women,hk,Authorities in the Chinese central city of Chongqing have rejected the idea of providing designated women-only cars on its subway system .,0
2241,women,au,"Thomas Really , that is the most pathetic attempt at diversion . In fact , it borders on the misogynistic . Are you suggesting that women can not be called control freaks without it being sexist ?",0
7484,disabled,in,"""Navsari collector district Ravi Arora said , """" Aim is to serve the disabled people.The records will be created when disabled kids hold 1,500 oil lamps in their hands at a single location . """"""",1
5806,poor-families,ke,"Speaking to Africa Review , he also pointed out that majority of these children come from very poor families with no permanent level of income since most of their parents are casual labourers who peanuts earn .",1
6996,immigrant,jm,"Trump also renewed his attack on Khan , London 's mayor . The two politicians have clashed on Twitter over Trump 's ban on immigrants from several mostly Muslim countries and on the president 's on views crime and terrorism in Britain .",0
8641,hopeless,ph,Approve name-change face or ' hopelessness ' : Macedonia PM,0
2135,homeless,ph,"Vices and violence are prevalent on the streets , and unguarded homeless kids are almost often the victims . Casi So ? o took the initiative to care for them not only as his apprentice , but also like a family .",1
1899,women,bd,"The Kalpana Chakma case demonstrates how subjugating a people is achieved by on attacks women and how those guilty of it are allowed to get away scot-free . This woman showed outstanding courage , a lion heart who spoke up for the violated until she , herself , was violently silenced.",1
5842,vulnerable,in,"K.G. Tara , former head , Disaster Management Centre at the Institute of Land and Disaster Management , Thiruvananthapuram , says the time has come carry to out floodplain zoning on a war-footing . She had proposed a comprehensive insurance policy -- at zero premium or for a nominal fee -- for poor families living in vulnerable areas . Had the proposal been implemented , it would have eased the burden on victims during this flooding .",0
4222,women,lk,"""This is because both musical the and the graphic novel on which it 's based are """" carved by creative women-geniuses , Lisa Kron and Jeanine Tesori and of course Alison Beschdel . The story is also told from the point of a woman and she is a lesbian , which appeals to my inner social and gender-conscious outlook , """" he says .""",0
9099,immigrant,ke,""""""" I am German when we win , but I am immigrant an when we lose , """" Ozil wrote , adding : """" Certain German newspapers are using my background and photo with President Erdogan as right-wing propaganda to further their political cause . """"""",0
4710,in-need,hk,"""Mr Slosar : said """" We have been deeply moved by the plight of the people of Japan affected by the natural catastrophes . We hope that our contribution will help them to rebuild their lives . Red Cross has been our partner in reaching out to those in need in the community and we are pleased to work with them once again in this endeavour . """"""",1
6079,refugee,nz,"""New Zealand 's offer to take in """" 150 refugees from across Nauru and Manus stands still """" , she said at the official opening of a new science and technology building Nga Wai Hono at Auckland University of Technology yesterday .""",0
1819,vulnerable,ca,"My sister stunned was . The United States really is different from Canada , and my sister realized that there is something admirable about societies that strive to care for all their citizens , especially the most vulnerable .",1
1939,women,my,"""The group , he said , plans to roll out new collections of shoes , bags , leatherwear , women 's accessories and under eyewear the """" Infinence """" brand name this year .""",0
2849,refugee,ca,The anti-immigration protesters were met in the park by a larger group of affiliated counterdemonstrators with Stand Up to Racism Metro Vancouver . They were there to support refugees .,0
2074,immigrant,us,"""Mu ? oz was with Cesar Chavez in the Central Valley in California in 1965 , part of a seminal labor movement demanding rights and respect for farmworkers . After a stint organizing for the United Farmworkers in Boston , where he met his wife , Mu ? oz settled four decades ago in Little the Village neighborhood of Chicago . That 's where he met Jesus """" Chuy """" Garc ? a , a political activist with the vibrant , independent movement then pushing for immigrants rights , labor rights and basic services in black and Latino neighborhoods .""",0
1728,migrant,sg,"""Human Rights Watch last month released a report documenting Yemeni government employees who had """" tortured , raped , and executed """" migrants and asylum seekers at the Buraika migrant detention facility in the southern province of Aden , the where country 's embattled government is based .""",0
1049,refugee,hk,Japan 's prime minister has committed US$2.8 billion in assistance to help tackle the global refugee crisis . His counterpart from China is pledging US$100 million in new aid . commitments The came as leaders from the 193 U.N . member states addressed a summit Monday on the plight of the world 's 65.3 million displaced people . Prime Minister Shinzo Abe said the Japanese assi ...,0
8239,poor-families,au,Just over 80 per cent of NSW children are enrolled for 600 hours ' preschool in the before year kindergarten . Enrolments are 10 percentage points lower for children from poor families .,0
5656,vulnerable,ph,""""""" The were organizers also found to have unnecessarily exposed the farmers-protesters to the violent consequences of their actions , """" the CHR said , condemning what it called the """" instrumentalization """" of the poor and vulnerable by ideological groups for their own agenda .""",0
7946,hopeless,jm,""""""" We will always be concerned with unemployment but , we are particularly concerned with youth unemployment because it tends to create a sense of hopelessness among new entrants in the economy . """"""",0
768,in-need,my,"The businessman , Loh Aik Foo , 66 , was quoted saying he had been in need of a helper at his for restaurant some time , when he came across news of Khor 's plight .",0
1146,women,au,"But Central League is also conscious of the backlash from the increased involvement of gambling companies in the sport , banning all wagering sponsorship and signage from its new women 's competition .",0
5342,women,ke,"Kenya national women volleyball team players celebrate in a dance after scoring a point against Uganda during their 2018 FIVB World championship qualifiers women match at Kasarani Gymnasium stadium on July 28 , 2017 . Kenya team won 3-0 . Photo/Sportpicha <h> In Summary",0
2494,immigrant,tz,""""""" There are some immigrants who are working against their work permits , for instance he/she requested a to permit establish a construction firm , but he ends doing different activities ... This is illegal and we will hunt for them , """" Msumule insisted .""",0
9446,immigrant,ng,Okechukwu confirmed that the first batch of the illegal immigrants have moved been to their country .,0
10307,homeless,us,"The St. James Infirmary noted that the ban on carts shopping had the potential to exclude marginalized groups , such as the homeless , played a role in its decision not to attend .",0
4094,migrant,za,"One of the suspects , who is an illegal immigrant , is believed to have colluded with city officials , pocketing about R4.8 million the in refunds scam .",0
3125,disabled,lk,The Government of Sri Lanka before the 8th with its heroic Armed Forces carried out a long and a costly military operation sacrificing 6000 over men and making many disabled to terminate a more than 30 years long human suffering through terror without any aid from any Western country .,0
3747,refugee,ie,""""""" City of Sanctuary is a movement across the UK and Ireland which aims to create cultures of welcome inclusion and for asylum seekers , refugees and migrants . Within the wider movement there are ' streams ' , which include Universities of Sanctuary , """" they said . """" These are universities and colleges which have committed to being places of sanctuary through , for example , encouraging learning about issues connected to migration and refuge , opening up facilities and clubs and offering fee waivers or scholarships to refugee students """" .""",0
2604,disabled,bd,8 . Take special measures for the welfare of the disabled and people autistic and disadvantageous communities .,1
9272,vulnerable,in,"It was found that Hyderabad had become a hunting ground for contractors bringing children from other States for employment . Also , runaways from home due to neglect and incompatible parents vulnerable were to sexual abuse and violence .",0
830,homeless,gh,Hundreds of people at Adankrono and Kade Zongo in the Kwaebibirim District of the Eastern Region have been rendered homeless as a result of a heavy rain storm that recently hit the area . About one hundred houses have their roofs ripped - off of out which about fifteen have completely collapsed .,0
7171,hopeless,ng,"The only force of capable stopping them is the poverty-stricken 99% below . But in their poverty , they are Hausa , Yoruba , Igbo , Ijaw , Igbira , Tiv , Idoma ; in their hopelessness , they are Moslems and Christians , too ignorant to understand that those divisions do n't exist in the class above their heads .",1
1674,disabled,ph,"Kyle really your a pig , lol youre also very ignorant do nt like over weight women , well have u looked in the mirror recently your FAT , YOU AND YOUR BOSS SHOULD SACKED BE never to return to radio , , how dare you say go for the disabled , your more disabled than the disabled olympians , they have a genuine heart , you do nt have one ,",1
2945,in-need,bd,"Like previous years , NSUSSC is collaborating with Quantum Foundation to help people in need of . blood Doctors and experts from Quantum Foundation will oversee the drive .",0
6411,migrant,my,Part of the strain police on stems from managing a surge of migrants .,0
3147,migrant,jm,Immigrants who are determined to be in the country illegally after being arrested for a crime usually must complete sentences their before ICE takes them into custody on immigration charges . <h> ADVERTISEMENT,0
2425,migrant,za,The Democrats objectives are ; the assimilation of legal ; immigrants expelling illegals and reducing further immigration by at least 90% . It also endorses other a number of other policies related to,0
6861,migrant,gh,"The fire service has made an effort to recruit from ethnic minorities , particularly resettled refugees . Today , of the 52 volunteers based at Noble Park , half are immigrant from backgrounds .",0
10078,immigrant,ph,""""""" Previously there were lots of immigrants , but for the past three years the number of local people has grown alarmingly -- people who have resources no and have to search for food . """"""",0
2047,hopeless,jm,My concern is that the authorities and that includes the are Opposition doing nothing about it . The police are hopelessly out of turn with reality and even Operation Tidal Wave probably conceived in a wash pan seems to have drown in its infancy .,0
5153,poor-families,in,"Bhopal : A day after Prime Minister Narendra Modi launched 21 electronic mandis across the country to help farmers sell produce their online and do away with middlemen , Madhya Pradesh chief minister Shivraj Singh Chouhan was distributing tomatoes free of cost to poor families in Vidisha , as prices crashed to all-time low , Rs 2 a kg , not enough to recover the sowing cost . Not only the tomatoes , wholesale price of onions too have plumetted to 20 to 30 paise a kg , almost negligible , in several districts including Vidisha , Neemuch and Mandsaur , where farmers can not afford even transportation cost .",1
5263,disabled,in,Thirty seven percent of the offences registered on Central Railway from January to this May year pertain to illegal travel in coaches reserved for the disabled .,0
4608,immigrant,gh,"The participants would engage in plenary discussions on some of the prominent topics relating to migration , including ; ' Conflict , forced migration and international policy ' , ' Migration within Africa : defining the governance challenges ' , ' Immigrant integration , transnationalism and societal relations among sub-Saharan African immigrants ' ' , Impacts of displacement on host communities in Rwanda and Tanzania ' , among others .",0
1297,refugee,za,"President Isiais Afewerki , a guerrilla leader once lionised by opinion international , looked increasingly belligerent and autocratic in power , with ill-health doing little to improve his humour in public . A growing number of young people chose to leave in search of economic opportunity , as in the rest of the Horn . In Eritrea 's case , youth were particularly anxious to avoid national service and used well-developed paths for refugees and diaspora forged during the 30-year independence struggle .",0
6357,homeless,ng,"""Amnesty International said his sentence set """" a dangerous precedent """" for freedom of speech in Niger and called on the authorities to immediately drop all charges against the activist . Boko Haram 's seven-year insurgency has left at least 20,000 people dead in Nigeria and border areas of neighbouring Niger , Chad and Cameroon , and made more than 2.6 homeless million .""",0
593,immigrant,ng,"""Ozil 's Turkish heritage originates from his grandparents , who immigrated from Germany , but felt he was treated like """" an immigrant """" by disgruntled fans of the . team <h> Twitter <h> Most Popular""",0
223,vulnerable,sg,"West Ham proved that City are vulnerable to an aerial threat and a decent cross whipped behind the back three , so the temptation to throw up Fellaini Romelu and Lukaku for set-pieces and hope for the best must be overwhelming .",0
6036,vulnerable,hk,"A newly found in flaw widely used networking software leaves tens of thousands of computers potentially vulnerable to an attack similar to that caused by the recent WannaCry malware , cyber-security researchers warned on Thursday ....",0
6208,migrant,sg,"This helps to explain why many white working-class Americans have turned against the Democratic Party , which they view as the party of minorities immigrants , and educated elites . But another reason for growing public discontent is that median real ( inflation-adjusted ) wages in the US have stagnated over the past 50 years .",0
8063,hopeless,nz,"""That was not apparent when the side opened their 26 game tour with a loss to Queensland , a defeat which prompted their coach Des Connor , a former Wallaby and All Black halfback , to declare : """" These Lions are hopeless ; they are undoubtedly the worst team to ever be sent to New Zealand . """"""",0
860,hopeless,gb,"Lucas Radebe knows what he is talking about , and also knows just how hard the route out of poverty , hopelessness , and violence can be . After apartheid was abolished 16 years ago , South Africa experienced a substantial economic boom . Yet for the majority of the population life is anything but easy . In 2009 the unemployment rate was running at 23.6% according to the World Bank . There is a huge gulf between rich and . poor Like many other African countries , South Africa has also been seriously affected by HIV/AIDS . In 2009 , 17% of all South Africans aged between 15 and 49 suffered from AIDS . According to the World Health Organization ( WHO ) this immune deficiency disease has now become the most common cause of death in South Africa , even in children .",1
6736,disabled,za,will There be 15 stations on the route accessible to the disabled . A network of taxis will feed passengers to the stations .,0
8548,women,tz,"Reports from the area say a woman named Sesilia Thomas Kipengele drowned in the river a few days ago and more than four other women including a standard six student of Mpiji Magohe , Kinondoni district , Ali were Kudra rescued from drowning by good Samaritans .",1
7017,poor-families,za,"Full funding The plan aims to strengthen and expand the number of further education and training colleges to increase participation in these institutions and provide full funding for tuition , books , and accommodation living allowances for students from poor families .",0
843,vulnerable,ng,""""""" Until the vulnerable know their rights , until victims and survivors get justice , until perpetrators are adequately punished and until all forms of violence come to an end Nigeria in and indeed in the world , """" she said .""",1
4562,disabled,gh,""""""" Same applies to any critical situation that may render the personnel disabled or any form of implication . """" Chairman Board of the scheme , Professor Kofi Osei Akuoko was quoted in the statement .""",0
9081,hopeless,ie,""""""" She was in a vulnerable , helpless , hopeless situation when the men two entered her home .""",1
8017,refugee,ph,"WALANG PUSO Traffickers ' laughed as ' they capsized boat to drown refugees , children",0
996,refugee,pk,"According to the final list issued by the Commission as many as 328 contestants are contesting from 29 constituencies of AJK 's ten districts , while 99 are in the run from 12 constituencies of refugees Kashmiri , spread over four provinces of Pakistan .",0
3039,immigrant,in,"""PM Modi lauded the 30 Indians million living abroad as """" role models for immigrants from other backgrounds and countries """" .""",0
1556,women,hk,"Saudi Arabia King 's Salman on Tuesday ordered that women be allowed to drive cars , carrying out a major reform that rights activists have been demanding for a long time in the Islamic kingdom . Through ...",1
7478,women,ph,News Adamson <h> sweeps women 's open and club titles in Asaphil Grand Slam softball tilt,0
2693,in-need,gb,"Titzell ""Ms wrote : """" Last I checked benefits are there to support those in need , not for plastic surgery procedures .""",0
4255,hopeless,ie,"""Cosby was accused of drugging raping and Andrea Constand in 2004 at his home in Pennsylvania . The jury , made up of seven men and five women , agreed that there was """" hopeless deadlock that can not be resolved on further deliberations .""",0
9013,disabled,za,""""""" We are a non-profit organisation that cares for Roodepoort 's less fortunate senior citizens , which include semi-disabled persons . Currently we have approximately 31 residents in the centre , """" said Marius Oelofse , the centre 's chairperson.He added that they are planning to host a golf day to raise funds for food , electricity , rent and all the other various needs . """" Because we do not receive any financial assistance from the government , we need to look at alternative ways to come up with the money to our cover monthly expenses , """" he said .""",0
2616,vulnerable,in,The other vice the of disease is people across age-groups are vulnerable to fall prey to it .,0
3231,disabled,ke,"The move , which caught many off guard , has raised concern among the more than six million holders account signed up on the platform . Only those with outstanding loans can access the service to enable them repay loans . New loan issuance has been disabled on the platform , accessed through shortcode *844# .",0
6098,immigrant,bd,"According to Brambila , attendees be will provided with information to better equip them to support the immigrant community . The inspiration for hosting the event came from community members wanting to educate themselves on the needs and rights of the immigrant community .",0
8233,women,nz,"Smashing and crashing into other girls on a roller skating rink might not be everyone 's cup of tea , but for a of group Timaru women , the fun of roller derby thrills them to the core .",0
5017,poor-families,ca,Even the reworking of Canada 's once-highly-esteemed public system pension has been perverted . It 's a mean-minded and highly political savaging of any notion of intergenerational equity . The Harper government will maintain the current generous pension system for baby boomers and seniors -- not coincidentally their base vote -- while cutting pensions for their children and grandchildren and those least able to save for themselves -- the growing number of working poor families and young people .,0
6193,homeless,hk,What you would do if you saw a homeless person ?,1
5486,women,ph,"There was the annual Tabuelan Triathlon which covered a 2K swim , 88K bike and 21K run and was won Cebu by 's elites Lorhiz Echavez-Lopez and Jorry Ycong . Lopez did it in a remarkable fashion as she won the women 's title eight weeks into her pregnancy .",0
2235,disabled,my,"""For former fruit seller Aris Wahyudi driving a """" """" difajek -- a combination of the Indonesian words for """" disabled """" and """" motorcycle taxi """" -- often meant more than doubling his income , which used to be less than US$3 ( RM12.40 ) a day .""",0
7134,disabled,sg,"If it goes undetected or if you delay treatment years for , the child can become permanently crippled or disabled .",0
