par_id,art_id,keyword,country_code,text,label
40,@@980736,immigrant,ie,"['800, 000 undocumented people are expected benefit from the policy that will see them receive deferred deportation. Undocumented who arrived in U. S. under the age of 16 and have the U. S. for more than five years can for relief, once they are under the age 30.']",0
41,@@20645208,disabled,ca,"['Justin Bour led off with his 22nd homer, since a six - week stint on the disabled list. Ramos then gave four singles, including two - RBI pinch - hitter A. J. and Suzuki.']",0
42,@@4591694,hopeless,jm,"[""Had feelings of hopelessness in her days which her cry for help yielded no response from resident magistrate who placed her in care of State. Her letter conveyed to this court official investigator from the Office of the Children ' s Advocate.""]",3
43,@@16948790,poor-families,in,"['"" is food families by the government but we not able it, "" Gwauya \' s mother, Sithela, told the Thomson Foundation.']",0
44,@@20860277,vulnerable,ng,"['Comrade David Kerigbo Ugondo was born to the family of Late Pa Adikpo and wife, Mrs. Pam Akerigbo Adikpo on the 25th day of October 1950 in Achagh Mbaduku in Vandeikya Local Government State. His 67th birthday would be 25th of October. A well secured Nigeria birth and nurtured Comrade David into 27 years of meritorious service to and unionism. It is that unsecured in 2017 made him vulnerable to day - light gunshots on Sunday September 10, 2017 by criminal armed robbers who attacked around Birnin Gwari town of Kaduna State. May God grant him and other victims an Army Captain and infant baby eternal rest in paradise.']",1
45,@@4002879,refugee,us,"[""Currently, what ' to people is nothing more than the territory of Gaza Strip, which is a de facto prison, as well as and isolated villages and cities of the West Bank.""]",1
46,@@8054332,in-need,us,"['ORLANDO, . - Are missing something fuzzy your? Many cats and dogs can that need are need of homes.']",0
47,@@7267604,in-need,nz,['More than 750 of food those need'],0
48,@@21492418,vulnerable,nz,"['Now lives in Japan and previously coached the Wallabies Kiwi. Asked to assess whether All Blacks vulnerable at, gave an empathic response.']",0
49,@@23188586,immigrant,gh,"[""US ' s - touted freewheeling immigration failed to materialize Tuesday, of Congress and President Donald Trump short in a on border security and the legalization young immigrants.""]",0
50,@@22222249,disabled,ph,"['Before April 2005, the official definition of the unemployed those who did not work during reference week and are looking for work. , from April 2005 onwards, the definition was refined as follows: not working, looking for work, and available for work. It subtracts who are but not available work and adds those but not for work for the following reasons: tired / believe no work is available, awaiting results of a application, temporarily ill / disabled, bad weather, and waiting for rehire / job recall.']",0
51,@@14015696,hopeless,nz,"[""Number: We ' re not all weird hippies living off the grid. In fact, I ' d wager that the most business - savvy, people are filling small town NZ. all, it ' s the place to be if you are a young person looking to get into the housing market. And we are eternally grateful to the economists who constantly tell Auckland ' s young people that the case - ownership is, instead of encouraging to look elsewhere. It means less competition for homes where we live. means that when we do, the mortgages are manageable which means - - you guessed it - - yet another reason we ' re all ageing well.""]",0
52,@@9925501,disabled,ca,"['In with the Modi government \' s mission "" Accessible India, Empowered India "", with the "" National Policy for Persons Disabilities "" and the "" UN Convention on Rights of Persons with Disabilities "", the code has for the first time elaborate provisions for making buildings and public accessible to millions of disabled and elderly persons. code for barrier - free built be to all forms of public housing government and private builders.']",0
53,@@15319429,women,bd,"['The study% of women see sexual harassment a form of violence. addition, another% women feel disparaging are insulting and.']",0
54,@@18760930,disabled,ke,['Court ordered an company to pay a. 7 million sacking because he was disabled.'],0
55,@@9305263,disabled,jm,"['Over the 15 years, the show has over more than $ 50 million the to assist with the care of more than abandoned, disabled, HIV / - affected children, pregnant teenagers being in its 12 homes across the island. <h> ADVERTISEMENT']",1
56,@@9890957,homeless,nz,"['People who are homeless, those who once homeless, working with homeless and New Zealanders are being asked to share their and solutions this growing the Cross - Homelessness Inquiry. More &; & gt;']",0
57,@@925986,migrant,gb,"[""Said: ' may be the fact that East countries are educated and to labour market than the native population.""]",1
58,@@3224696,homeless,lk,['He said that have witnessed the the people of Nepal are experiencing. He went on state that it is emotional time for all. that lost their lives owing to this earthquake while many have been rendered homeless destitute.'],0
59,@@15973393,in-need,ng,"['We have been leader on fronts, not just on this continent but also in the world - - from our attainment of independence, to our development democracy that maintains its core a pledge of stability and a respect for of law, to our formation of much - needed and other humanitarian missions other nations in need.']",0
60,@@20227078,homeless,ke,"['Life on the streets, she remarks, was really no different from home, where she often slept hungry or out in the when the landlord locked them out. Awino always be grateful kind who came her rescue and Boma Rescue Center, a home that provides temporary shelter for homeless children.']",1
61,@@16668574,poor-families,gh,"[""Mwesigwa said ' Youth have learn from good example Heroes who contributed the liberation struggle. ' Service was conducted at Cell in all Districts of Rwanda last Saturday with thousands of youth participants to clean schools and make renovation of houses poor.""]",1
62,@@50048209,vulnerable,gb,"[""' can say that fifty -, I was nineteen twenty I. didn? ?? t better. '?""]",0
63,@@18615742,migrant,gh,"[""They told all immigrants workers who desire to return countries or communities as result of joblessness and has become stranded due to ' to depart peacefully and safely fear of intimidation the destination of entry and arrival.""]",0
64,@@13699547,migrant,ke,"[""By PRESSE, Brussels, Belgium, 5 - - are mounting in European that its months - pact with curb migrant flows could collapse as a rift over Ankara ' s crackdown following a failed coup.""]",0
65,@@15172256,homeless,ca,"['Homeless shelter provides a secure environment sleep at night nothing can be left there during the day, even individual is returning that night. The Champion Centre now a locked with shelves where items can be stored, . Lockers with a lock and key would be preferable.']",0
66,@@9492573,migrant,pk,"['January 2015, Fico stated that Slovakia will not be able bear entry of hundreds of thousands of Muslim migrants would construct state would transform the values and traditions of country.']",0
67,@@2055117,poor-families,za,['Said the were all from families and had lost a money for the.'],0
68,@@3295868,vulnerable,ph,"['"" Data centers especially here the Philippines because of increased and, "" says Santos.']",0
69,@@3571432,refugee,au,"[""Developing countries shoulder the most significant burden, hosting around 86% of the world ', % ten years ago. , Lebanon and Pakistan host than 1 million. <h >""]",0
70,@@40022298,migrant,sg,['Italy sharply criticised new U. N. human rights chief Michelle on Tuesday after she would send country check reports racism and against.'],0
71,@@21860657,women,sg,"[""But how often should we shave if we longer have - between days? Well, we are all born different so is our hair. Everyone ' s hair grows differently so there is no right or wrong answer as to how often we should shave. women do it day, while others have the privilege of longer in - between shaves. goes by, we will slowly no more about our and eventually find right schedule that works. <h> 4) ' I can shave without water when I ' m in a hurry '""]",0
72,@@19441106,migrant,my,['Said the maximum punishment should be to make them realise the department was serious about the illegal immigrants following sufficient time given to (employers) to register under the E - Card programme which expired on June.'],0
73,@@25665376,refugee,hk,"['Many suffered in conditions in detention, set to deal with the influx of, as public opinion turned "" refugee fatigue. "" original camps were and allowed inhabitants to work in Hong Kong and travel, but by 1982, the opposite was in effect, and refugees in "" closed "" detention, sometimes for years.']",0
74,@@20827089,homeless,nz,"['In past month, four major hurricanes - - Category or higher - - have through the Caribbean and Atlantic Ocean. Hurricanes Irma, , Katia and Maria major island nations in the, as well as continental and Central America, devastating the lives of millions of people and leaving hundreds thousands homeless and displaced.']",0
75,@@10016647,vulnerable,gb,"['Inspector, who led the investigation, : "" For a number of years, who were placed in of trust, carried out prolonged abuse on a significant number of vulnerable.']",0
76,@@18327302,vulnerable,za,"[""' ' No human should go through of. The security agencies and state should continue provide protection to educational institutions this kind of outrage especially in areas, ' ' he said.""]",0
77,@@22454828,homeless,nz,"['In September, Nottle off on foot Melbourne plead for national solution to homeless problem.']",3
78,@@17256815,women,lk,"['But Prabha was one of the few women to have a lot of family support. "" husband, parents and siblings all by me throughout those difficult times. My husband a great support. He would segregate my medicines and staple together the required dosage be taken at a time, so that I did not over or under eat any medicine. Family support is very crucial, because you damn world. If the family \' s psychological support is not there, no amount of outside support can help. Adherence is the key word and it the family who can take the patient to complete treatment journey. I was a psychologist; yet none of my coping mechanisms worked. Just imagine the plight of those patients who have no treatment literacy and other support "", she said.']",1
79,@@15019103,vulnerable,ng,"['Said: "" To neutralise the attraction of terror ideology among our and other vulnerable persons, the International led by States of support Nigeria to fight corruption, stolen funds and get out of recession as possible.']",0
80,@@20105190,poor-families,my,"[""For SJKC Hua Sibuti, Maybank volunteers helped repaint the building ' s walls, repaired door frames at the school toilets, donated uniforms 10 schoolchildren poor families as well as racks 10 boxes of papers to the.""]",0
81,@@18579949,refugee,ie,"['Yet the said refugees and migrants far more than displaced inside their conflict, violence and.']",0
82,@@16649916,vulnerable,pk,"['Starbucks is vulnerable international consumer protests against Trump because it significant, very in countries.']",0
83,@@4672144,homeless,pk,"[""The of and India are very similar. Poverty is a widespread issue. According to the FAO, 40 of children Pakistan are malnourished and underweight due to lack of access to food. And this is not because there is n ' t enough; Pakistan is the 8th largest food producing country, , 50 percent the population food insecure. With the massive inequality that persists, RHA is a brilliant movement. We collect leftover or extra food restaurants and distribute it to the homeless and hungry in the locality.""]",3
84,@@4608429,vulnerable,pk,"[""Nevertheless, schism within Ahmadiyya community and Mirza Muhammad Ahmad ' s the movement against accusations being.""]",0
85,@@25504610,women,ie,"[""Vaila Barsley plays Sweden for Eskilstuna and England at youth, although she gone become an with the Scotland women '.""]",0
86,@@3876235,refugee,ca,['Refugees staying with family in Cowichan Bay until into their accommodation in Duncan.'],0
87,@@22011888,hopeless,my,"['"" Ecological conversion "" calls for a in our. This means that true transformation of the world must come within each one of us, not from without. We must choose sacrifice over want, sharing over greed, and serving common good all over convenience. Only then can we be Hope in seemingly hopeless situation.']",0
88,@@4789100,in-need,ie,"[""' s aim is to open a Pieta service in Queens ' New Irish within - 8 months which will provide mental counseling for the in need within the greater New York City area. They have also been in Irish centers in Boston, Chicago and. C. about expansion.""]",0
89,@@3317664,poor-families,au,"['"" Unbelievable. \' re pitting against each other and making them guilty about helping entertainment? ""']",0
90,@@3085929,in-need,za,"['Skin safe and precise to traumatise the skin to stimulate collagen, based the. It results smoother, and younger looking skin.']",0
91,@@22447789,disabled,hk,"[', met a group of enthusiastic disabled runners as well Paralympic competitors at event Kong.']",0
92,@@16707961,refugee,au,"['During PM on refugees, Trump phone away ear and says off call, which ends source.']",0
93,@@1852200,in-need,tz,"['Most African flag independent States are under economic oppression, bondage which is not very different from the colonial rules of the 1900 - - 1970 world. This modern world is a the of economic dependence a lot of people in need help. other words the political environment under neo - colonial of today is not different from the political environment during colonial times where for independence began.']",0
94,@@4654878,immigrant,jm,"['The section states: "" The following citizens (being persons deemed to belong the Island defined by sub section () of section 2) are prohibited immigrants. (h) any person who, from information or advice which in the opinion of the Minister is reliable information or, is deemed by Minister to be undesirable inhabitant of or the island. ""']",0
95,@@9746788,immigrant,au,"['Careful here. The way society has changed has upset many people and we unfairly mock these. Seemingly unrestricted immigration with no effort at community building objectively a bad thing. The breakdown of community is validly distressing to some people. you have an obsession with identity politics, everybody having multiple and conflicting loyalties, this troubles some people. strong society one where we are all committed to common values and goals. Yes we live in a pluralistic, but the desire for cultural runs just as strong in Anglo - Saxon as for fresh off the plane immigrants. <h> Socrates:']",0
96,@@70055048,women,us,"['In the wake of the - assault allegations against Supreme Court nominee Brett Kavanaugh, began to more closely examine his time at Yale. As an undergraduate, he was a of Delta Kappa Epsilon, a well - known "" party "" that rose to national infamy in 2011 after videos circulated of recruits chanting, "" No means, yes means anal. "" graduation, he went on to clerk for the - disgraced Judge Alex Kozinski, who last yearafter more than 15 women accused him of subjecting them to unwanted, inappropriate sexual for years. (Kavanaugh claims he had no knowledge of Kozinski \' s alleged misconduct, but skeptics that unlikely. )']",0
97,@@4635069,poor-families,jm,"['"" Government, in its to ensure the inclusion of vulnerable groups the productive workforce (is) making provision the participation of working - aged adults labour market, are poor receipt of welfare assistance, "" he said.']",0
98,@@15438640,immigrant,pk,"[""Golden State home the country ' largest of illegal immigrants - - an estimated. 4 million - - and officials say members of the are terrified since the pulled off of the most presidential wins in modern history on November 8.""]",0
99,@@25281193,in-need,my,"[""The departures from London barely put dent in S & amp; ' s overall presence in ' s main financial centre. But Peterson warned needed to provide post - Brexit regulatory arrangements to ensure n ' t more upheaval.""]",0
100,@@9531208,migrant,ph,"['"" Filipino seafarers have given inadequate our society. Despite incidents of abduction, unjust compensation and on - board accidents that have been reported, no has been passed to protect uphold their. Most of policies and programs catering to needs migrant workers are designed land - based workers, "" the Senator stressed.']",0
101,@@18575081,in-need,bd,"['According to Jim Gouveia, a licensed clinical social worker and a CAPS, the purpose of gatekeeper trainings is to educate people to be aware of the signs and symptoms of, how to ask the question, "" Have you suicide? "" and how to get help for those in.']",0
102,@@20277745,refugee,za,"['When asked how governments should respond to the global refugee, than (55. 4%) claimed that should be to include national workforce. Just 3. 5% that refugees should be.']",0
103,@@3525243,migrant,au,"[""the country is one of largest of migrants arriving on Europe ' s shores, despite a total smaller than that. Adjusted for population, a larger of arrive than Syrians.""]",0
104,@@14849953,refugee,nz,['Nina Zimmerman was contracted by the Nations to and gauge the level of mental within the thousand marooned.'],0
105,@@4678368,hopeless,pk,"[""Satisfaction lies in permitting to live, not living others ' lives. to clutch else ' share, always your own complexion and gore. People helpless and hopeless still due to plea of their conscience. I have grasped wiped those tears who were the reason their own cause.""]",1
106,@@19981947,women,za,"['Join the Girl Power Ministry in worship <> Prophet, president of the Girl Power Ministry (), invites women and sixth annual conference of GPM will be held at the Sasol Club from 25 to 26.']",0
107,@@16900972,homeless,ke,"['His present "" chambers "" may be quite humble, but Shiyani has the very neatly organized and clean. Many him by but do not manage to see him, space is hidden behind trees, gives him a relative privacy. "" There are many sleeping around the, "" Captain Xoli Mbele, from the nearby Johannesburg Central Police station said.']",3
108,@@4656992,vulnerable,jm,"['Identifies barriers to reproductive rights and: "" Adolescents particularly vulnerable because lack of and access relevant services most countries. ""']",0
109,@@17322530,immigrant,in,"['"" Right now, only about one out of 15 immigrants that to country every year come on those. The President has said public, as he told us yesterday, that he wants to move in the direction of, for, and Australia, and focused on more of what he calls a - based system. Our legislation is the first step in, "" he said.']",0
110,@@4846254,immigrant,us,"[""Many the are who do n ' t have little formal education.""]",0
111,@@7849643,in-need,nz,"[""Aussie blogger Constance Hall than $, 000 with the of ' Queens ' to help in.""]",1
112,@@25160721,homeless,sg,"['She turned her modest safe haven vulnerable, especially the elderly who find themselves and the streets.']",1
113,@@17683925,vulnerable,pk,"['ISLAMABAD: Pakistan, which is ranked as the seventh vulnerable, despite its less than one per cent contribution to altering global emissions, now what we a "" change law "" after the enactment of the Pakistan Act of 2016. Like many others, being a student of law, political science chemical / environmental engineering, I consider it as a meaningful legislation on climate change.']",0
114,@@25687572,migrant,za,"['On 9 June, the Aquarius, a ship carrying 629 refugees rescued in the Mediterranean, was refused the to dock in Italy. This is part of a wholesale attack launched by Salvini on humanitarian rescue ships operated by NGOs. Since then, other ships have been refused. In a shocking move - - and in clear violation of and national laws - - the Italian coast guard is now to intervene when called for help to rescue and refugees at in Libyan.']",0
115,@@22756125,in-need,sg,"['Mr Tan that PSA has performed reasonably well against the backdrop and. "" In addition, are also preparing for a future where logistics and supply needs transformed by technology, , manufacturing and e - commerce dynamics, "" he.']",0
116,@@24205211,poor-families,sg,['Yosephina traffickers exploit poor families rural areas them into thinking they are sending their off to a and a life.'],0
117,@@21706143,immigrant,ke,"['The pioneer Shona immigrants, by? founding fathers, never granted, that has to date.']",0
118,@@24885862,in-need,za,"['This is the rhetoric of what anthropologist Laura Agust? n calls the "" industry "" - a term used describe and conceptualize all sex workers as victims in need of saving. has argued, for example, "" in prostitution, women have men they would never otherwise have sex with.']",4
119,@@23479041,homeless,au,"['The bill reveals just much libraries, which are open to the public and welcome homeless people, had to cope with the crisis: Library in towns and cities across New York used and in and patrons slumped over bathrooms.']",0
120,@@17633092,migrant,ng,"['Though by liberals - nationalist, Navalny has tapped discontent among the young urban class with fiery speeches and - style campaigning.']",0
121,@@9472338,refugee,lk,"['"" The card bring a lot problems and we hope the new one, which has features, help in the of in the, "" he.']",0
122,@@7348632,refugee,au,"['Kate and Julian are one of Melbourne \' s most prominent couples their work in law, arts and refugee advocacy. They launched Spare Rooms for Refugees and have welcomed seven asylum seekers into their for periods. The couple has worked hard on the cause for 14 years. "" has demanded a lot of time, "" says Julian. "" Without Kate \' continued enthusiasm for the idea it would not have been possible for me to keep doing. "" Julian says has changed his life hugely. "" I would say it \' s one of the big, big turning points in existence. ""']",0
123,@@20841654,women,nz,"['Could it that these understand, like few others, it is to be their above and beyond else? Might they realise that without their appearance, they have no brand, no iconic status, no clout? For proof, you can Evangelista, who was quickly hunted down by paparazzi that same week, and the cruel ways in she described in headlines.']",0
124,@@2599892,immigrant,hk,"['The by judge, released, that would - immigrants "" have no force "" government to fulfill the promise of the Investor Immigration Program that was canceled February despite having 60, 000 applications outstanding.']",0
125,@@21983572,immigrant,my,"['Have brought stories of horrific abuses at hands of military and local Buddhist, including rape, arson. Myanmar them as illegal from Bangladesh and them citizenship.']",0
126,@@7205684,poor-families,nz,"['The changes be implemented from April 1 will increase the In Work Tax part to $ 72. 50 per week. work is insecure, and are irregular poor families may not meet the conditions to access this important weekly payment for their children. Those benefits likewise do qualify. To make serious cost - effective inroads into child poverty, CPAG urges the government extend this tax credit to low income families.']",0
127,@@24638267,in-need,za,['Cook holding his and is in need of.'],0
128,@@9921472,immigrant,ie,"['Certainly matches the classic of French violent Islamic in ways - though he a relatively recent arrival than born the of immigrant, as is more usually the case.']",0
129,@@8473878,women,pk,"['The bill had been proposed in, but faced obstruction in the Punjab assembly. According to Punjab government, the bill is comprehensive and several previously ignored offences within its ambit, and covers domestic violence, emotional, economic and psychological abuse, cyber crime, stalking and abetting of. Unlike previous laws, it introduces an ingenious mechanism. It the setting up of 24 - hour, women - run, district violence - against - women centres. The centres will have all required services, including first aid, police reporting, FIR lodging, prosecution, medical examination, and post - trauma rehabilitation under one roof, and accessible to. A toll - free helpline will be up where women could call for assistance, legal advice, prompt evidence collection and immediate.']",0
130,@@7477982,hopeless,za,"['The hotline provides free counselling every the who desperate, hopeless, and feel like committing suicide.']",0
131,@@1277016,immigrant,ph,"['Nancy Ching, the daughter immigrants from, the school with in 2004, the South Korea first from the U. S. column to China column. Today she 60.']",0
132,@@15483547,in-need,ng,"['The legislators were with the of in the contingency fund to Parliamentary Commission yet could not enough food relief areas in need including districts, and Karamoja region.']",1
133,@@22432311,in-need,in,"['Sawang said, "" All outreach initiatives, such as Vruddha Mitra, Mitra and Bala focus and the mindset of the weaker sections of society. I am happy to say there is a perceptible change among police officers, who choose to positively to any women, elderly child, is in need safety and security. ""']",0
134,@@17361342,homeless,hk,"['SoCO \' s Ng says that government ceases fund homeless people at after six months. "" No matter what institution it. .. would they pay for the sleepers out their own? "" Ng. "" Therefore they have to. ""']",0
135,@@9506461,homeless,pk,"['Students who reported being said they often "" couch - surfed "" or slept in their cars, in tents, in parking lots or railway stations. The study, the first such survey in the country, said a system - wide commitment was needed to the situation. "" CSU campuses are developing programs to support the needs of displaced and food insecure, "" the report. "" However, greater understanding this population, their accessing and utilising existing services, and their rates of retention is needed, "" Elizabeth Chapin, a spokeswoman for CSU, said the study continue for another two years to assess how widespread the issue of homelessness and hunger is among students and to come up with intervention programs to assist them and ensure they graduate.']",0
136,@@251852,vulnerable,au,"[""SIMON FRAZER: Mr says the society, first as the Society for Knowledge, was founded response to a economy and perception that many did n ' t deserve help.""]",0
137,@@26237048,refugee,sg,"['With a repatriation plan and for a million refugees with ever - needs, who fled Myanmar Bangladesh face a grim future one year after the latest eruption of decades - conflict.']",1
138,@@4163910,vulnerable,ca,"['"" sentence I imposed today must speak to other women, particularly young women, to the necessity and importance of seeking the assistance of others in to cope safely with the physiological and emotional associated with pregnancy and they are so. ""']",0
139,@@23936096,migrant,lk,"['The proposal, if by the Office Management and Budget (OMB ), would require most immigrant and non - visa applicants list all have in past five years.']",0
140,@@24550081,hopeless,sg,"['"" It \' s a bit of a chaotic, a stressful situation. \' one of those hopeless, outlooks. \' s hard to explain but the lava is right behind my and it \' s surreal, "" Leilani Estates homeowner Jared told Reuters.']",0
141,@@7204213,immigrant,ie,"[""' s plan, offered after years of total with the - Congress - would over 4 million undocumented immigrants residing the US from immigration, including the 50, 000 Irish living here today.""]",0
142,@@434994,hopeless,au,"['I wish I had this piece in hand a week ago when the Gov \' t handling the GST. The Labor Govt has hopelessly inept at selling itself - albeit fighting a mostly hostile press. The current Govt no recognition for any achievements, but somehow manages to get blamed if a tradie falls off a roof. Also - it continues to pain me how so many citizens are saying how they are doing it when clearly they are actually doing pretty. It \' s a bit like the miners who have become used to "" super "" complain when profits to more reasonable levels.']",0
143,@@4603373,disabled,jm,['The Business Fund also has mandate special consideration for disabled.'],0
144,@@15566322,vulnerable,hk,"['"" This an alarming fact given these companies have run into more business like unfulfilled client payments and liability past months, "" noted. "" Operating with only, mandated levels of insurance leaves SMEs and susceptible to risk brought about by more specific but equally common business. ""']",0
145,@@20177522,immigrant,us,"[""Dallas is one of more than two dozen that established offices to assist immigrants, according to of Southern California ' s Center for the Study Immigrant Integration and the nonprofit Welcoming America. more cities counties have that immigrants.""]",0
146,@@21486090,poor-families,ke,['This prospect poor being pay out of their own pockets for extra visits to facilities.'],0
