par_id,text,label
2477,"Rana Zaman, a Halifax social activist, was included among the 10 RBC Top 25 Canada Immigrant Awards.",0
6211,"The government said it focuses on a medium-term budgetary framework 2015 - 2017 mainly to ensure development by creating more opportunities for support and employment, food security, energy security and environmental security, with a particular focus on low incomes and poor families.",0
1964,"While the Liberals say they remain committed to bringing in 25,000 government-assisted refugees by the end of this year, they have not actually set a firm number for those private sponsored whom they want to accept.",0
4466,"Joe Carolan, spokesperson for People Before Profit, reminds us ""In an election year, the real news is the mistreatment of the poor, terrible levels of endless and record high levels of youth suicide. """,0
5684,"Kasun may not be a superhero or a super genius, but he is a great human being who has overcome the challenges and difficulties of life without even having the full functional capacity of his body. His courage and dedication can one day lead him to high places in life, but above all, for those who feel useless and desperate, even if they have fully functional members, the history of Kasun is going to be a lesson.",1
2695,"""At least 3 or 4 cases of forced child sex are reported to our center within a week, but older women are also raped almost every day and dare not report because of strong patriarchal system among Congolese,"" Sella said.",0
10424,"He said that everyone had a role to play in improving the conditions of the industry, as consumers should question where their fisheries come from and look at fishermen as a vulnerable group. <h> Comments",0
2581,Globally the factbook found that there are more than 215 million international migrants in the world and that it records,0
266,"On the occasion of the book's launch, Hema Malini said clearly that if the book's name is 'Beyond The Dream Girl', then she shows that she discussed both (Sunny and Bobby) in the book. The actress added that people always think about the kind of relationship she shares with Sunny and Bobby. Interestingly, Hema revealed that Sunny always supported her when she was in need. When she encountered an accident in 2015, Sunny Deol was the first person to come to meet her.",0
9126,"' Studies have identified five internal drivers, which can become a script that women start to follow all the time. They are: ""Please others, be perfect, be fort, be fort, strength, strength and squeeze up. """,0
3399,"Davao intensifies the help of abandoned, homeless children",0
7138,"With the number of Nigerians growing in Sicily, prostitution is a prosperous business, the bell towers say, although no one knows exactly how many women end up praising their trade in the streets.",0
8206,"In fact, young people from wealthy families usually have better connections and soft skills, have seen more than the world and are generally more versatile than graduates from poor families.",1
206,"In 2017, more than 150 people packed 1,100 baskets for Foodbank to provide to those in need during the holiday period.",0
8165,"""The attraction and retention of highly skilled immigrants will help Canada compete in a knowledge-based global economy,"" he added. ""With this initiative, let's tell tomorrow's innovators that Canada is ready to welcome them and their ideas.""",0
7341,"Including a community college student, a construction worker, a working mother of two preschool children, small business owners and an immigrant who was illegally brought to the USA when he was a child.",0
4963,"""This sacred time reminds us of our common obligations to defend the dignity of every human being. We will continue to welcome migrants and refugees into our nation, including Muslims,"" he added.",1
5827,"However, the investigators contacted the families of the missing students and found that the missing women were actually at home with their families and had no knowledge of the alleged abduction and rape.",0
343,"Now this gentleman, in the short span of his career, has lived almost everywhere in the world his entire life so far. He is someone with a truck of experience, a mountain of credentials and an insurmountable amount of attraction. I was powerless; I was desperate. I was finally in love. When you're in love, no matter how great a feminist you are, you become secondary. He became the wind, I became the candle.",0
8630,"""The truth of the matter is that the illegal migrants of the African continent were on the bottom of the list at number seven. The total number of African immigrants who were deported from 2010 to now 70 people. Seventy Africans deported in 4, almost five years, against 734 Guyaneses.""",0
6811,"Tsang wrote as an immigrant, he was impressed with the culture and values of his soul mater's, and he was similar to Hong Kong's core values - giving importance to fair play and giving opportunities for everyone.",0
717,"""These worrying trends reflect the impact of food marketing and politics all over the world, with healthy nutritious foods too expensive for families and poor communities,"" said lead author Majid Ezzati, a professor at Imperial's School of Public Health.",0
1117,"2.67 million. Total population of Qatar, an increase of 64% since 2010 when the country was awarded the 2022 World Cup, mainly because of an influx of migrant workers.",0
1482,"Beyonc? felt that we were all in need of good news, and so Beyonc? became pregnant with twins. Beyonc? is a woman of and for the people.",0
5195,"Later, Tony had to leave the university. Unemployed, and almost homeless, Tony, who was an avowed critic of the then revolutionary government, quickly sought solitude and relief under the regime.",1
6988,"It would be nice and curat if you could blame the radicals new elus -- Yau, Leung and Yiu -- for this additional, awkward opening day legCo, but, their oaths after having been rejected previously, it was prevented from voting for president. Even without them, it seems LegCo remains an organ implacably fractius and ineffective as a new term opens.",0
9850,,0
8093,"The three-day conference brought together political leaders, health workers, survivors of drug abuse and human rights defenders who discussed how to control and support those in need of treatment.",0
8894,"Part of this can be terribly unfair to Brown. But this does not mean that the progressive-conservative must offer him on the job. Fair or unfair, predictions of ""histories questioning my integrity, character and my leadership"" are not what you want in a prominent candidate for MPP or for leader. Nor is it a legal battle underway with a major news network about what exactly happened between him and some very young and drunk women in an evening 10 years ago.",0
1899,"Teddy Doctor : S. Madhusudhan, who started a mobile clinic for the homeless, says the Golden Hearts Award inspired others to help the needy. -- CHAN TAK KONG/The Star",0
9312,"However, as a result of population growth, the actual number of poor people has increased by 100 million, and positive changes have not affected many of the populations at the bottom of the food chain, thus requiring intercontinental movements among the most vulnerable.",0
2388,"""You were a homeless man and you gave me a house""",0
8712,"International migrants from developing countries should send $436 billion in remittances to their countries of origin this year, despite more deportations from some host countries, says the report.",0
8797,"The extent to which NSGD has contributed to improving the lot of women in the country is under discussion, but, passing through the observations made by Equality for Growth, we still have a long way to go before we can breathe a sigh of relief.",0
5187,,1
9488,"Israel and Jordan, who fortified their borders, told them not to leave the refugees in, but distributed help within Syria.",0
9036,"The three-year-old boy, who is blind and deeply disabled, lives with an adoptive mother who is a pediatric nurse. Childhood and the biological mother cannot be legally identified.",0
6398,"""People with disabilities are vulnerable during every natural and man-made calamity... So, special planning is necessary for the protection of people's lives physically and mentally disabled during a period of calamity,"" said the inaugural ceremony of Dhaka Conference on Disability and Disaster Risk Management.",0
6843,The women began to dance and sing lines of Kartel's Prison for Me.,0
6611,"""Our conclusion is that the cost burden for the economy and community is 626 million Australian dollars (475 million U.S. dollars) just for homelessness,"" MacKenzie told the Australian Broadcasting Corporation on Thursday.",0
514,"If implemented, it should take medical and dental education away from the middle class and even high middle class, what to talk about poor families.",0
3580,provide support to parents in need of assistance.,0
1038,"Ignat as the largest scheme of indemnity in the world, Jan Arogya Abhiyan, who offers a free Rs 5 lakh sanctity coverage at 10 crore poor families, will be launched throughout the country by Prime Minister Narendra Modi on September 25, the birthday of the birth of the ideologist BJP Pandit Deen Dayal Upadhyayaya.",1
1976,"According to Okogie; ""We are pleased to announce to the farmers that the Edo Fertilizer Company in Auchi is not only in operation and in operation, but that its warehouse is filled with fertilizer ready for sale. So, we are appealing to the farmers, who are in need of fertilizer to head down to the company in Auchi to make purchases.""",0
3462,Von der Leyen has raised controversy within her Christian Democratic Party recently when she suggested that EU citizens may in some cases assume armed roles in German military. The Minister of Defence also promotes greater diversity in German military and moves to recruit more immigrants.,0
545,"The three-party proposal would repeal House Bill 2's new law. However, the new provisions would still prohibit local municipalities, schools and others from regulating access to the bathroom. The deal would also block cities from offering their own workplace and toilet protections to vulnerable groups for almost four years.",0
8228,"The disaster also injured more than 10,000 people, said the police, and made thousands homeless. The UN. says the disaster affected 8.1 million people - more than a quarter of Nepal's population of 27.8 million - and that 1.4 million needed food assistance.",1
9608,"The chief magistrate felt ""imunity sows seeds of despair and if we are not careful, let the seeds take root and fruit,"" she warned.",1
9745,"Six new ICC magistrates have been elected, five of them women, including Uganda's Solomy Bossa, a judge in his country and former president of the East Africa Law Society.",0
3701,"Living in Kunshan As a city with an even larger immigrant population than its permanent residents, Kunshan has used an innovative approach to granting migrants rights to essential citizen services. In 2010 it awarded the UN HABITAT Scroll of Honor Award, together with Singapore and Vienna, for its advanced human settlements development.",0
6035,"A defect just found in widely used networking software leaves tens of thousands of potential computers vulnerable to an attack similar to that caused by recent WannaCry malware, cyber security researchers warn Thursday....",0
228,"Anti-immigrant protesters marching to Jeju, South Korea, Jun 30, 2018. The arrival of hundreds of Yemenis created a wave of opposition, leading to what is considered South Korea's first organized anti-asylum movement. Jun Michael Park / The New York Times",0
77,,1
8600,"To cushion the impact of the increase in the price of sugar, flour and cooking oil, poor families would receive a decrease of RM20 in the first year and a discount not specified through MyKasih card in the second year (infographic below ).",1
3120,*Combat on men/women,0
10311,"JOHANNESBURG -- South Africa protested to the American embassy in Pretoria for the comments reported by President Donald Trump USA that some immigrants from Africa and Haiti come from ""fathers of shit"".",0
179,"But McKenzie said that, in addition to a deterioration of the habitat stock that needs to be restocked; the physical infrastructure of the district is unnecessary urgent improvement.",0
845,"He reveals that Ron MacLean, coach's Corner host, does not go through a busker or a tramp without opening his wallet, and that the Winnipeg Jets launched a lawsuit against him after he said the deputy of the team's new coach Alpo Suhonen's name dreamed of as ""food for dogs"".",1
5270,,0
3959,"He also invited India to serve as a watchdog for the needs, hopes and aspirations of ordinary sri lankans, so that recurring problems, such as the deep-sea fisheries crisis in northern Sri Lanka, which not only affects the livelihood of thousands of poor families and causes dangerous environmental damage to the rich Palk Stretchs seabed, are solved and does not cause anti-Indian sentiment.",0
10020,"""They expressed particular concern about the deteriorating security situation in the Gambia in particular, the closure of some of the radios and media, the ongoing home assignment and also the refugee situation created by the mass exodus of a large number of people inside and in neighbouring countries.""",0
8680,"Affirmative consent Extraterrestrials are cunning. They have come to Earth to a point where the human race is on the vulnerable, but they have not chosen a period of military weakness in which the planet could be caught in a violent invasion. Instead, they have chosen a time when men are on the greatest need -- sudden, apocalyptic, and desperate need. They take the world without shooting a shot. De facto, they take the world because we 'lls will ask.",0
1510,"Special secretary MHA (internal security) Rina Mitra, Satyendra Garg cosgretaria and others said in August that all refugee camps in Tripura would be closed if Brus did not return to Mizoram by the end of September.",0
282,"Kershaw has been on the disability list since 26 June, after having suffered a herniat disk in its lower back, and has also suffered a recovery setback while launching a simulated game on 16 July.",0
4014,"After the death of HSRA, Durga Bhabhi moved to Lucknow in 1940 and began a school called Lucknow Montessori School for children belonging to poor families. Before founding the school, Durga Bhabhi visited Madras in 1939 and received the training montessori. She ran the school until 1975 when she moved to Ghaziabad.",0
6130,"A brown and white dog that resembles a Basenji or Bull Terrier type was found in Feb. 8, 2016, in grain in the area of Saint Kateri Tekakwitha school in Abbeydale community. The dog has multiple large masses on unnecessary back trunk of surgical treatment. Courtesy Calgary Humane Society / Calgary Herald",0
9084,A key point that clearly displeased was the fact that illegal migrants in Sabah had issued identity cards in Malaysia indiscriminately.,0
10407,"The Democrats pulled Trump's toxic presence into the bank at the top of the Republican ticket to help undermine the chances of the most vulnerable sitting Republicans, including Ron Johnson in Wisconsin, Kelly Ayotte in New Hampshire and Pat Toomey in Pennsylvania.",0
5920,"""I expect more resources in the hands of needy people and humanitarian workers in the front line (here) are answering their lives to help them, and I hope less to be spendet in the back room in transactions that do not help us get help to the people,"" he said.",1
2226,"Desperation worsens the crisis, the collapse or the revolution, because it can be infinite. If we organize our political life, it results ""paisage de desperanza. "" But despair is worse the crisis, the collapse or the revolution, because it can be infinite...",0
384,,0
8120,The cold-blooded death of a 25-year-old dancer to a celebratory function in the Bhatinda district of Punjab's Bhatinda is a dark pointer for the despair that pervades the summer. The section of society that is aware of the factors that lead to such insistences sees it as the final product of the vulgar display of wealth that comes from the mix of feudal and arrogant mentality.,1
5023,"An additional 38,000 elderly and disabled persons would receive additional assistance to pay for the increase in the cost of care during the same period.",0
4655,"This is indicated in the 2011 census figures on levels education of the disabled population, which was recently diffused.",0
8247,"In an obvious public discontent with the situation, it is equally evident that society needs change, the event of which is made impossible without greater responsibility and responsibility on the part of its stakeholders.",0
10135,"""I think this will help us to tackle the problem of illegal immigrants in the EU and also to see what kind of answers we can build, such as capacity, to make it more attractive for these Nigerians to come back and be able to sustain a support.",0
8965,The Ministry of Food and Drug Safety last year examined 666 sanitary pads manufactured or imported from 2014 for volatile organic composts and said nothing poses risks to women's health.,0
6534,,0
7370,"Manila, Philippines-On the occasion of the 18th anniversary of Flor Contemplacion's death, migrant organizations, defenders and other sectoral groups gathered today in Rotonda Welcome Rotonda to invite the Philippine government to end the human trafficking.",0
3954,"About 10,000 Dublin apartments, almost three quarters of the city's stock, need ""significant regeneration"" and need to be demolished, says a new Dublin City Council report.",0
7805,"Leader of the opposition said that Afghan migrants present in Pakistan must return to their Pakistan. Replying to a question, said PPP President Bhutto Zardari bilawal will deplore all his assets, once elected member of the Parliament. Service duration of the Chief of Staff of the Army (CoAS ) General Raheel Sharif is internally.",0
2822,"Syrian families waiting to register at the headquarters of the UN High Commissioner for Refugees in Beirut, Lebanon. Sir Trump's order puts an indefinite detention on a Syrian refugee resettlement program. Photographs : Hassan Ammar/AP",0
5432,"The Herald cannot but basic principles like their birth at home right, as stupid as Hooton and his relentlessly deceiving fraud rub and yet ser published should not come as a surprise!",0
10324,A senior health officer said today that the government can consider subsidies to help poor families paying for healthy food - or by imposing taxes on unhealthy products - if other efforts do not encourage better eating habits among Hong Kong residents. Dr Regina Ching of the Health Department says such movements can be explored as a way of taxing people.,1
8154,"But just as Zionist historiography falsely insisted that the indigenous Palestinian population was mainly composed of recent emigrants, "" Palestinian intransigence "" is also a kind of packaging - and no longer obtains the international credence it once made.",0
4193,"YMCA, which provides extensive settlement services for immigrants to Fort McMurray, has suspended all of its Wood Buffalo operations after a massive forced fire more than 80,000 residents fleeing northern Alberta city Tuesdays.",0
7462,,1
7396,"According to Minister Isaac Nantanga's spokesman, the 4,000 Burundi refugees will not be able to return to their country for security reasons under United Nations laws.",0
8276,"Some media reports that more than 10,000 people were robbed of forests in Mt Kenya and Aberdare pels in 1989, and forced to live in barracks outside Zaina, Hombe, Ragati and Chehe forests in Nyeri, in abject despair.",1
516,"Based in Brussels, MSF Analysis aims to stimulate reflection and debate on humanitarian issues organised around migration, refugees, access to aid, health policy and the environment in which aid operates.",0
1542,The Trump administration announced Thursday that it will allow about 500 Somali emigrants to stay in the US for at least another 18 months.,0
822,"He said: ""We need better security for civilians and humanitarian workers and access to all those in need, but we also need to build a larger humanitarian muscle to provide for the suffering millions.",1
7983,"Faced with these political winds, Trump partly doubled the Shrillest rhetoric of the campaign, beating Islamis, Latino gangs and immigrants.",0
2284,"As the floodwaters descend, about 157 families face a dark future, with some homes lost to the water and almost 7,000 other damaged houses in 21 districts. The Disaster Management Center (DMC) said that the initial compensatory payments of Rs.10,000, and the remaining amount would be paid once estimates are received from each district.",0
4160,"For most parents, sending their child to an English middle school is a matter of prestige. This social pressure is also forcing poor families to give them child education in English middle schools.",0
3186,The welfare system has helped to consolidate the support for the ANC and by interrupting the payment of subsidies - the only form of income for many poor families - could provoke protests and would not be politically palatable.,0
171,She was going through a separation from my first husband at the time and I felt vulnerable.,0
4527,Nitish moots panel BPL for identification of poor families,0
10312,"Secondly, the'security institution' is now sheeping in the personal affairs of the peoples. Political activists, diplomats, civil servants, journalists and academics should pay attention to this serious situation. Some Ministers could also enter this category. While Gunaratnam and Attygalle are kidnapped, they will be kidnapped or exposed in the most vulnerable situations. The next victim may be Dr. Dayan Jayatillake.",0
4376,"They argue, for example, that we believe that migrants are economically and socially conservative, and therefore vote conservative. The truth, tort, is more complicated than that.",0
4876,"The most pleasing thing about Titans, however, is the fact that gameplay was so well balanced to accommodate them. It was always a danger that they would simply be too powerful, but in making them vulnerable, especially when isolated from the rest of their team, Respawn assured that it always has a way out of a potentially complicated situation.",0
2465,"""Where our humanity is, is this our country or we are illegal migrants to our nation, because the government acts so cruelly with us, ""he continues to lament.",0
7098,Alternative : Refugees boats will be sent to Papua New Guinea instead ( photo files ),0
8123,"In exchange for their work, the cooperative members divided 50 percent of the harvest. Twenty-five percent of the harvest is diverted to the seed bank, and the rest donated to poor families. Various crops are involved, including sugar cane, corn, congo fris, bananas and sweet potatoes. The most essential ingredient, water, is plentiful here, but has not carpeted enough.",0
7790,"The number of Iraqi refugees in Australia has risen to more than 63,000 in 10 years, while another 12,000 Syrian refugees are likely to seek work in Australia once they arrive.",0
6087,"Dotterel baded is in the same boat as the great kiwi macchiat -- nationally vulnerable, with a population predicted to decline 30-70 percent in 10 years or three generations, if the longest. But this peculiar summit is another of the forgotten species of New Zealand, writes GED CANN.",0
5719,"The Kogi government has given N50 000 to each, 50 women living with different forms of disabilities, to enable them to start their businesses.",0
715,"After the furious success of their Colors of Eid Collection, BonanzaSatrangi is to him again, this time they'll treat their customers with something amazing, their new line of "" BonanzaSatrangi Fragrances"". A series of floral, fruity and musky aromas for men and women is sure to amaze customers, and give them exactly what they've been looking for.",0
7637,"The target of vulnerable children in an internat unit comes after widespread dissemination on men's networks that exploited children in the Dandenong region, and this year's report from the Commission for Childhood and Youth detailing the spread of the exploitation of non-domestic children in Victoria.",0
5129,"The Isaacs family were expelled from the Six District on the basis of the 1950 Group Areas Act. She says she became homeless when her parents, with whom she lived in Maitland Garden Village, died. She knows Johnson and Van Tonder on the streets and has lived with them since then.",0
9584,"An X-ray is the great leveller and the pub shows different types of love among people: heterosexual, homosexual, young, elderly, capable, disabled, friends, family, and all castes and creeds. For diversity and inclusion, this is the key.",0
2532,"Monumental changes like this have come to take for granted, but the adoption of this approach to justice has put an end to a world in which a mere accusation by some people - especially by men - for absurdity, could completely destroy others - especially by women. Courts of common law of criminal justice remember and protect against the return of this dark age, zealously adhering to these standards of a fair judgment.",0
4693,He said the consultation during the summer holiday period disabled many people to participate in it.,0
6448,"Santiago proposed the national fund ser used to subsidize cancer medicines for patients with a monthly family income of RM5,000 and to assist poor families with cancer patients to take care of subsistence expenses. -- Image de Saw Siow Feng",0
4358,"""She was always ready to give her time, energy, legal expertise and also her personal money to assist destitute refugees and asylum seekers in Jamaica,"" Cochetel said.",1
3268,"The couple interviewed Elmbridge CAN, a community group that aims to ""build a culture of hosting refugees"" and help settle in the local community.",0
2396,"Downpour destroys 40 houses in Zanzibar, 13 homeless families",0
567,"A documentary, fiction and experimental filmmaker, Bob has more than 20 years of experience. Some of his recent collaborations include sond supervision on'Destination : Planet Negro'( 2013 ) and'The Only Good Indian'( narration, 2009). Current documentary project is 'Garden City', a portrait of the rich and complex immigrant community in the southwest US.",0
1217,The Italian coast guard said that other operations were under way as the Aquarius and the Blue Gulf ran to intercept more migrating teeth.,0
635,"Even though the dog was a bum bum, he said, it should not be euthanized on the spot.",0
8881,"""Economic uncertainty cannot be a pretext for slowing down our development efforts,"" he said. ""It is a reason to accelerate them. By investing in the MDGs, we invest in global economic growth. Focusing on the needs of the most vulnerable, we lay the groundwork for a more sustainable and prosperous tomorrow.""",0
6167,"U.S. citizens from all over the country have gathered forcefully to protest against Trump's new policy, which temporarily prohibits refugees and immigrants from various Middle East countries including Iraq, Syria, and Yemen.",0
8103,"Patrick Bohan was born in McLoughra, Eslin, in the parish of Mohill and went to New Haven, Connecticut in the late 1940s. There he met S n Scollan, native of Cornagun, Fenagh who grew up in Ballinamore and, together with other Irish emigrants, founded a GAA club.",0
2710,Opportunities for financial and academic assistance available to students in need of assistance.,0
936,,0
3806,"If he remarried when his son was about four years old, and he was legally adopted by his Cuban immigrant stepfather who worked as an engineer in a large petrochemical company.",0
5458,"JAKARTA, Indonesia - The wait continues for the new office of President Joko Widodo's and the terrifying experiences of Indonesian migrant workers in the United Arab Emirates",0
2714,"Speaking at Cambrian News this week, Melanie, who studies law and French at Cardiff University, said she also wants to raise awareness of the sort of 300 homeless young people living in the streets of Wales.",1
195,"Meanwhile, at Loo Bridge, Killarney Water Rescue had to evacuate a couple of elderly people from their flooded home. ""They were both ill and in need of medical treatment,"" said John O'Loughlin, of Killarney Water Rescue.",0
6259,"Canada has managed to welcome migrants, but it keeps its citizens happy at the same time. In fact, the only populist revolution was pro-immigrant! Everything can be managed, in a human way; feel the pain of those who have left their homes in search of peace or prosperity.",1
6826,,0
5778,"The comedian Louis C.K. (photography), born as Louis Alberto Sz? kely, was accused of inconsequential sexual towards various women, including masturbating in front of them for their horror and embarrassment, according to a report in The New York Times. Comedians Dana Min Goodman, Abby Schachner, Julia Wolov, Rebecca Corrie alludes to the award-winning star Emmy of FX's ""Louise""...",0
2577,"According to the National Road Safety Commission, 22% of road deaths are caused by such vehicles destroyed and disabled.",0
9087,"Notifying that the Tamils srilankani lived for a long time inside and out camps in Tamil Nadu, she said that her regime was giving them all the facilities. She added that her government opposed the central government when it tried to repatriate people born of refugees and grew up in the summer.",0
1322,There are reports of some officials usurping property left behind by illegal immigrants repatriated.,0
8495,Free Premium <h> Australia the departaçu de refugioat agreement causes disbelief in Trump <h> Email to Friend,0
4330,"The number rescued off Friday off Spain was 266, which had been on board 24 improvised boats, said a spokesman for rescuers. Some 15 other boats requiring help continued to be searched.",0
1933,"Two powerful democratic senators urged the Trump administration not to make progress with its decision to revoke the authorization of immigrants with H-4 faces, the majority of Indian-American die, as doing so would affect about 100,000 women.",0
3432,"Coming from poor families, the majority don't give up money to buy snacks at school. So spend the whole day on an empty stomach, which is why some end up wiping out.",1
9823,"While Mseffer celebrates his group's progress towards the integration of the disabled, he wants the authorities to get involved.",1
8237,"The result is that every few months, dormitory rotates in and out of several sans-abria huts around Hong Kong.",0
3091,"Brian Hartzer, executive president of Westpac Banking Corp, has committed to be more proactive in identifying vulnerable customers, to strive to reduce complexity throughout the bank, to accelerate reforms to eliminate conflicts of interest in bank payment, and to establish a new ""framework for consequences"" for staff who behave badly.",0
2000,Children from wealthy families use dumpsites as areas of recreation.,1
2658,"In China, it is generally more difficult for private companies, considered more vulnerable to economic volatility, for security of loans than state firms.",0
5216,? All couples with hearing loss are happy and have given birth to about 600 normal children. The education of some of these children from poor families is also sponsored by the Trust.,1
7015,"The Guardian report quoted a government spokesman who said that the UK was committed to finding a solution to the causes behind the migration crisis and not just the consequences. ""The UK prioritized humanitarian aid to the region's population and contributed? 1,12bnm to the Syrian crisis - the largest British response to a humanitarian crisis. The UK is also committed to capturing 20,000 of the most vulnerable Syrian refugees. """,0
1113,"Men in large numbers of women in the scientific, technological, engineering and mathematical industries (STEM ) -- a symptom of many years of traditional attitudes, which puts women at a disadvantage. Here are some ways we can work together to narrow the gender gap in STEM. <h> TOPICS",0
880,"""We continue to support vulnerable people throughout society, issuing public health alerts during hot weather festivals, providing consultation to schools, and taking measures to address the risks of overheating in new homes.",0
118,"The law reveals how many libraries, which are open to the public and accommodate homeless people, dot face the crisis: Librarians in cities and cities in New York City describe finding used seringhes and glaze envelopes in doors and patterns are unusual in bathrooms.",0
